subject,sessionIndex,rep,H.period,DD.period.t,H.t,DD.t.i,H.i,DD.i.e,H.e,DD.e.five,H.five,DD.five.Shift.r,H.Shift.r,DD.Shift.r.o,H.o,DD.o.a,H.a,DD.a.n,H.n,DD.n.l,H.l,DD.l.Return,H.Return
22,8,20,80,145.6,95.3,143.1,96.9,103,79.7,429.3,60.5,303.4,108.3,173.8,109,91.1,111.9,130.7,59.4,162.6,56.2,235,58.6
22,8,21,71,275.7,80,157.9,109.9,106.4,73.2,574.8,58.9,341.4,120.9,216.7,124.3,80.8,105.3,122.3,85.5,152.8,92.7,287.3,48.6
22,8,22,77.6,164.4,85,161.3,90,114.6,95.3,410.4,62,321.2,124.1,155.3,98.7,100.4,109,80,86.9,152.6,92.1,285.7,57.8
22,8,23,81.6,187.4,85,150.5,89,90.4,91.1,429.7,44.1,296.8,114.3,175.8,98.2,104.1,116.2,76.9,103.5,152.6,90.5,268.5,71.5
22,8,24,82.9,140.1,80.8,173.7,111.4,96.6,88.2,469.8,42.5,491.9,105.3,190.3,102.2,85.6,105.1,106.2,92.7,152.9,93.4,265.6,66.5
22,8,25,71.5,407.4,51.8,399.4,64.4,293.5,63.4,312.5,59.1,411.7,97.4,185,102.2,80.6,105.1,95.1,111.4,137.8,99,270.7,53.9
22,8,26,76.8,153.3,82.1,152.3,106.4,66.8,95.1,728.1,57.6,256.4,117.7,220.2,111.9,72.9,117.8,116.5,103.2,153.6,102.2,260.7,65
22,8,27,75.5,145.1,85.5,153.4,100.1,77.9,87.4,424.6,60.2,333.1,108,197.8,102.5,93,117.3,88.3,86.1,147.9,106.6,291.5,56.5
22,8,28,70.2,160.4,81.6,161.6,99.5,81,84,429.4,67.1,310.7,142,228.3,104.3,115.5,118,56.5,124.1,148.9,120.1,292.1,68.6
22,8,29,95.8,192.6,74.7,151.3,73.1,56.2,93.7,719.9,70.5,402.9,105.3,224.9,96.4,87.2,102.7,76.6,111.9,146.5,104,273.6,78.1
22,8,30,97.9,144.3,98.7,144.1,119.4,86.6,101.7,422.3,46.5,325.5,118.3,249.5,90.1,76.1,117.6,107.3,98.5,164.7,108.8,278.6,63.4
22,8,31,103.5,143.5,97.4,146,118.6,91.9,96.7,426,58.6,304.6,135.9,173.4,115.3,110.1,112.4,151.3,108,202.7,105.6,291.5,62.3
22,8,32,99.5,161.4,101.9,133.6,111.7,70,104,419.1,67.9,327.4,121.9,160.8,80,116.8,109.1,63.4,117.5,159.2,109.5,281.7,68.1
22,8,33,109.3,183.9,100,154.1,116.4,110.6,97.9,413.8,70.2,316.3,115.4,151.1,118.5,128.6,116.4,91.1,102.2,162.4,110.9,276.3,76.3
22,8,34,88.4,143,101.1,129.1,130.1,87.1,102.7,469.5,66.8,336.3,124.8,153.9,99.8,108.6,127,95.6,102.7,160.2,109,280.7,70.8
22,8,35,78.1,172.5,64.7,141.8,103.8,91.1,87.7,423.4,67.6,401.7,105.9,178,94,96.2,114.6,103.5,108.3,186.4,82.4,253.3,69.7
22,8,36,88.2,192.9,78.9,134.1,110.9,87.4,102.2,512.8,61.3,386.5,102.9,151,109.6,104.6,118.9,98.3,101.4,151.3,100.8,282.3,63.6
22,8,37,73.4,160.9,92.9,142.8,113.3,107.7,87.2,474,72.1,331.1,118,153.1,120.7,109.1,119.7,105.7,109.9,160.8,119,287,62
22,8,38,74.7,180.7,87.1,164.7,111.7,94.2,90.9,503.9,46.7,319.4,127.8,156.1,106.1,134.7,127.8,88.2,90.9,160.6,94.8,321.4,21.7
22,8,39,102.9,415,83.2,208.3,112.5,104,80,464.7,48.6,276.4,125.7,157.7,101.1,104.6,124.4,66.6,94.3,167.7,104,284.7,71
22,8,40,107.4,172.8,91.6,168.4,107.7,74.4,100.1,419.1,64.2,296.8,130.7,212.8,100.6,72.7,135.9,111.4,92.6,146.4,111.4,293.9,59.7
22,8,41,119.8,183.3,91.6,235.7,120.6,127.5,92.7,413.8,81.6,325.2,125.9,193,104.1,91.7,122.1,96.2,90.6,146.8,102.2,295.5,43.8
22,8,42,107.2,194.5,100.8,195.3,103.8,90.8,94.3,446.6,70.5,339,122.7,194.2,95,96.9,119.3,84.2,107.5,167.7,108.5,283.9,59.1
22,8,43,86.1,270,34.1,492.5,84.2,239.7,70.8,466.9,48.6,290.1,114.6,200.4,89.8,91,113.5,86.1,97.1,152.3,102.2,266.2,69.4
22,8,44,103.2,173.1,87.6,137,111.9,73.1,89,445.8,66.5,315.7,119.8,173.7,115.9,126,114.1,71.1,111.7,158.9,112.4,289.6,77.1
22,8,45,96.9,172,112.4,138,103,83.4,94,447.6,71.5,305.4,129.3,186.3,100.6,99.3,119.4,76.6,99.3,159.2,112.4,287,61.8
22,8,46,96.9,247.8,119.8,145.4,118.2,100,90.3,454.2,76,322.8,150.2,189.6,78.7,124.2,109.3,55.5,94.8,174,108,297.6,69.4
22,8,47,123,272.6,91.6,159.5,110.6,136.2,102.7,457.9,74.7,303.1,105.9,157.9,95,96.2,112.7,77.1,98.2,139.9,101.1,262,72.3
22,8,48,90,188.4,97.9,172.3,99,192.7,125.9,2630,78.7,550.6,123.3,183,114.3,68.4,124.2,95.4,112.3,155.3,103.2,258.8,65.2
22,8,49,111.4,215.8,94.8,127,112.2,80.5,95.3,466.3,65.5,304.1,121.2,179.1,107.5,97.5,117.8,65.5,114.1,157.4,106.6,261.9,73.4
22,8,50,101.4,205,106.4,136.5,114.6,87.9,95.9,432.6,76.3,359.2,102.7,171.4,96.6,94,110.7,66.1,102.7,165.2,100.8,265.9,73.1
23,1,1,50.4,230.6,58.4,113.1,73.7,93,62.3,637.6,51.2,606,82.9,358.2,68.9,604.7,59.4,223.1,56.2,212.9,65.7,215.8,55.2
23,1,2,73.9,181.8,57,129.3,53.1,120.4,50.7,652.1,47.5,552.7,62.8,306.4,49.9,122.3,70.8,129.7,62.8,619.9,60.7,231.6,49.1
23,1,3,61.5,212.4,44.6,91.1,52.3,86.9,55.5,1253.5,54.9,538.5,52.3,547.4,47.8,109.1,58.1,162.7,55.2,219.3,65.2,200.5,51.5
23,1,4,106.4,189.7,61.3,123.1,48.6,68.7,53.1,776.1,46,695,86.3,291.9,53.3,65.3,82.1,155,56.5,206.1,51.8,180.5,56
23,1,5,63.1,258.3,58.9,125.4,70.8,75.6,45.7,632,53.3,548.7,68.1,230.7,39.1,97,70,199.9,59.9,328.8,46.5,269.1,44.9
23,1,6,53.6,200,58.4,116.8,55.7,80.8,53.9,666.1,45.4,422.1,57.6,471.7,39.6,577.8,69.4,201.4,51.2,220.9,32,165.4,42.3
23,1,7,76.3,254.4,57.8,110.9,63.9,68.7,84.7,582.1,56.5,391.5,74.7,205.1,44.6,384,50.2,85.1,55.2,269.7,45.2,176.8,33
23,1,8,63.6,188.1,41.7,90.3,55.2,65.5,62.8,629.1,58.4,448.8,64.4,433.1,48.9,122.1,71.8,175,52.5,231.4,52.8,219.2,47
23,1,9,59.9,243,52.3,95.3,52.5,64.9,84.5,578,63.1,550.3,77.4,288.3,61.8,82.2,72.9,206.5,56.2,243.8,47,227.4,55.7
23,1,10,111.1,185.7,48.1,118.1,57.8,43.8,82.9,556.8,61.8,425.8,73.4,550.8,41.2,78.2,100,202.5,61,211.9,59.7,203.9,52
23,1,11,73.7,205.6,48.3,99.8,59.4,79,43.3,516.7,45.2,540.9,68.6,416.7,47.3,110.7,93.4,174.5,52.3,193.2,35.7,179.4,48.6
23,1,12,68.1,183.4,51.5,106.7,53.9,64.2,60.5,494.3,59.9,542.1,73.9,196.9,52.5,76.6,95.8,139.4,63.9,207.5,40.1,165.6,59.4
23,1,13,52.5,177.8,41.2,92.2,59.7,72.4,77.4,546.1,51.8,413.9,58.1,326.6,54.7,71.2,59.9,134.4,57.8,226.2,59.7,202.4,58.9
23,1,14,63.1,139.6,56.2,115.6,52.6,47.8,89.3,661.1,53.1,403.1,65,310.7,54.1,67.4,75.5,133.6,58.9,216.7,52.3,201,51.8
23,1,15,67.6,180.7,52,111.7,54.9,66.5,53.1,462.9,51,438.5,55.7,305.9,51.5,55.8,73.4,164,57.6,239.7,57.3,207.4,46
23,1,16,61.5,157.5,42.5,111.9,59.4,76.6,53.3,528.3,48.1,477.3,48.3,374.8,55.2,95.9,65,283,62.8,254.6,68.4,284.9,49.6
23,1,17,62.6,179.2,51.5,124.1,54.7,67.4,52.3,600.4,58.9,472.5,64.4,295.1,51,59.8,80.3,116,59.7,185.6,58.4,193.9,55.5
23,1,18,69.7,144.3,42.5,98,62.9,57.6,53.9,477.4,60.2,402.8,62.6,299.4,54.1,61.6,101.4,150.3,57,203.5,48.1,183.1,50.7
23,1,19,58.6,210.3,59.7,118.8,55.2,83.2,53.3,661.3,58.9,532.9,85.5,227.2,63.9,70.1,69.7,139.2,53.3,209.3,48.3,214.2,53.3
23,1,20,67.3,189.7,70,113.8,62.8,83.9,52.8,474.5,59.4,427.6,59.4,303.8,43.8,65.5,61.8,183.8,59.7,444.2,54.4,252.5,54.9
23,1,21,62.6,176.3,55.5,91.2,58.1,72.4,77.4,587,51.8,453.3,65.2,215.4,61.2,58.9,73.1,131.5,57.3,199.5,43,252.7,55.2
23,1,22,49.6,139.8,30.6,88.4,52.3,51.2,72.9,566.4,53.6,450.9,62.3,296.2,18.8,409.2,86.9,232.9,55.2,201.4,33.8,180.2,51.5
23,1,23,68.1,144,46,104.9,49.1,54.7,56.8,476.6,59.7,399.7,77.4,258.5,65.5,75.6,66.8,112.5,62.3,200.6,56.2,210.7,45.7
23,1,24,57,144,45.7,104.6,53.9,70.8,54.9,503.8,51.5,433.7,84.7,398,62,115.7,71.8,172.7,57.8,212.2,54.7,216.6,57.6
23,1,25,55.5,126.7,50.2,113,64.7,66.1,51.5,536.8,54.7,642.2,72.1,449,51.5,75.9,82.6,144.7,53.3,211.9,57.6,343.5,53.1
23,1,26,62.8,139.8,41.7,111.7,57,59.9,52.3,482.2,49.4,398.4,65.7,442,67.3,128.4,66.5,118.6,55.5,237.1,41.5,201.3,48.1
23,1,27,74.7,150.1,44.9,142.6,62.3,71,50.7,452.3,59.9,503.8,59.1,245.5,59.4,93.5,73.4,200.4,54.7,212.8,60.2,231.9,59.9
23,1,28,67.6,158.8,53.1,137.8,60.5,76.6,49.9,474.7,45.2,446.1,60.2,244.4,60.2,83.8,61,268.2,58.6,236.7,58.4,252,44.9
23,1,29,64.4,135.3,33.8,89.3,70,71.6,51.5,561.3,54.9,444,56.8,295.7,65.2,301.2,68.9,108.3,63.6,279.2,58.4,275.5,50.4
23,1,30,77.4,181,48.3,94.3,60.7,87.4,52,516.4,48.6,448,66,227.1,66.8,351.9,66.5,110.9,57.6,220.4,44.6,191.5,47.3
23,1,31,56,144.3,65.5,116.5,55.2,96.1,52.5,451.5,48.6,390.7,52.5,346.3,65.2,152.4,74.7,98.3,55.5,233.6,42.5,198.6,47.3
23,1,32,55.2,123.7,48.6,94.6,52,77.6,51.5,452.3,50.7,389.3,66.8,303.6,56.8,79.3,75.8,120.5,56.8,205.6,49.6,202.3,58.4
23,1,33,64.2,171.8,39.4,95.9,69.2,78.5,48.9,553.2,55.2,382.3,54.9,260,54.1,69.5,68.9,129.4,50.7,227.8,55.5,258.1,61
23,1,34,59.7,171,53.9,107.2,62,83.4,51.8,459,47.5,379.9,60.7,299,53.3,123.9,62.3,132.6,57.8,192.4,47.5,184.9,56
23,1,35,58.9,149.6,57.8,179,49.1,382.2,67.3,736.8,56.8,502.4,54.4,308.9,59.9,81.4,83.4,150,53.9,211.7,42,200.5,55.5
23,1,36,64.4,134.5,36.2,90.6,52.8,64.4,71.8,477.6,50.7,400.9,57.6,301.7,49.1,69,71,162.4,57.6,215.1,54.1,217.6,50.4
23,1,37,64.7,142.2,44.1,95.3,54.1,65.2,56.8,446.6,53.3,424.2,47.5,324.9,57.3,68.5,76.6,131.8,58.4,199.1,55.2,205.5,52
23,1,38,70.8,155.4,41.7,110.9,57.6,88.5,46.2,571.1,50.2,401.6,61.5,260.5,57.3,69.3,64.2,172.5,55.7,229.6,56,234,63.9
23,1,39,51,252.8,44.1,99.6,56.2,63.1,57,417.5,48.3,394.6,61.8,253.4,55.5,69.3,65.5,128.9,59.1,323.5,59.9,251.6,61.3
23,1,40,57.6,142.8,45.4,108.2,61.3,76.6,61,581.6,48.3,372.2,54.4,279.8,55.5,69.1,63.9,192.2,57.8,267.3,48.1,240.6,49.1
23,1,41,52.8,162.8,49.1,102.7,53.3,65.2,47,452.6,49.6,356.1,66.5,221.7,52.5,71.9,65.2,154.5,58.9,202.7,42.3,235.1,52.8
23,1,42,74.7,125.8,47.5,104.5,60.5,67.4,58.1,519.1,52.5,373.4,76.3,236.9,58.4,66.2,66.3,164.8,60.2,222.8,41.5,238.5,59.4
23,1,43,67.6,127.7,52.8,106.1,59.4,63.4,61.5,463.7,52.3,445.3,56,262.4,50.7,73,62,137,54.7,201.9,54.1,240.8,56
23,1,44,77.4,148.1,54.1,103.5,57,65.7,57.8,509,58.6,379.3,68.6,288.3,45.4,65.8,62.6,159.5,58.9,234.4,44.9,231.9,53.1
23,1,45,73.7,186.3,53.6,102.2,51.8,63.7,64.2,445,54.1,394.6,67.6,260.8,41.2,57.4,71.5,148.6,60.2,205.9,51.2,227.1,48.6
23,1,46,71,171.7,52,93.2,67.9,76.6,57.8,499.5,50.7,437.1,62.8,277.7,60.7,77.7,57.8,108.5,61.8,181.1,51.5,476.8,56
23,1,47,74.7,181.2,54.4,94.5,60.7,69.2,77.4,635.5,58.4,452,56.2,209.1,49.4,59.5,60.2,98.5,60.2,190.3,48.1,227.7,49.4
23,1,48,69.7,147.7,50.4,98.5,68.4,64.7,64.7,445.5,57,394.9,55.7,289.5,51.5,98.3,63.1,193,60.5,226.2,42.3,400,54.9
23,1,49,54.7,151.2,40.7,91.7,53.1,60.5,63.4,514.1,56,418.4,60.2,192.5,56.2,80.6,60.2,148.7,58.1,230.4,54.4,536.7,49.4
23,1,50,83.9,203.4,56,101.7,52,65.8,59.9,453.1,48.1,391.2,62.3,307.3,51.5,64.5,76.3,138.9,62.3,202.7,48.1,322.7,43.6
23,2,1,61.5,230.1,61.3,116,87.2,79.5,62.9,680.4,56.8,604.2,59.1,692.2,61.8,84.6,56,190.9,66.3,191.9,68.6,216,63.9
23,2,2,78.1,226.9,38.8,104.8,70,53.9,64.4,780.6,57.6,475.9,59.4,392.2,32.2,378,74.4,224.1,58.1,211.4,73.4,219,64.4
23,2,3,67.9,203.7,59.7,119.9,58.9,80,55.7,549.4,52.5,412.8,51.5,303.1,66,68.2,67.9,136.8,62.3,194.2,67.9,182.3,59.4
23,2,4,72.1,169.9,45.4,98.5,59.5,57.6,63.2,518.4,46.7,363.8,63.4,379.4,61,138.2,56.8,140.8,59.1,221.4,57.3,179.9,62
23,2,5,70,380.8,49.6,214.8,57.3,62.9,49.4,1026.3,46.7,490.4,57.8,304.8,56.5,66.1,66.5,112.7,62.6,209.3,57.8,203.9,60.5
23,2,6,75.8,162.6,50.2,107,65.2,88.5,51.2,540.7,44.6,443.1,58.4,262.7,59.1,56,68.1,147.9,61.8,193.5,48.1,188.4,68.9
23,2,7,66.3,198.4,35.1,83.7,60.2,76.3,53.3,487.1,50.4,428.4,52,302.2,48.1,58,67.1,131.8,62.8,199,50.4,190.7,58.4
23,2,8,71.3,184.7,32,98.3,62.6,67.1,51.8,471.6,46.5,387.8,60.7,234.6,52,53.7,72.1,126.8,58.9,192.4,61.5,188.6,58.9
23,2,9,61.8,182.9,35.7,94.3,53.9,75.6,53.6,546.8,43,538.9,57,186.9,58.1,56,61.3,111.5,59.4,197.1,54.9,210,43
23,2,10,72.3,140.6,31.4,118.3,61.3,85.1,48.1,491.2,47.5,405.4,56.5,235.2,61,66.6,71.8,153.9,66.5,208.7,51.8,188.9,51.2
23,2,11,63.9,172.8,49.6,100.6,56.2,86.6,51.5,412,57,427.6,62,239.2,56,52.3,66.6,159,62,199.2,56.2,225.8,48.6
23,2,12,66.3,117.4,53.6,113,72.4,70,50.5,511.2,50.4,433.6,54.9,309.1,50.7,71.4,77.4,138.2,62.3,274.7,52.8,413.2,57.6
23,2,13,63.9,211.6,53.3,106.4,61.5,72.6,55.5,486.4,54.7,580.5,58.9,219.1,66.1,64.8,74,133.2,66,189.8,59.1,189.4,58.6
23,2,14,66,130.6,41.5,101.4,54.9,62.9,62,547,57,363,57.8,206.4,61.6,58.7,69,130,63.9,224.1,50.4,236.1,54.1
23,2,15,63.1,123.2,45.4,106.7,54.4,66.8,52.5,435.9,49.4,389.1,58.6,278.4,49.6,62.1,62.3,132,61.8,242.8,55.2,278.3,53.6
23,2,16,64.2,179.2,45.7,88.5,53.6,60.8,62.6,570.8,46.2,375.7,59.1,203.3,53.3,55.2,65.7,108,65.2,450.2,49.1,215.8,49.9
23,2,17,61,173.3,37.8,90.1,60.5,62.6,44.4,437.3,44.6,378.2,57.6,237.1,56.5,65.3,52.8,119.9,62.8,241.7,57,233.2,58.6
23,2,18,54.4,167.5,40.7,105.9,53.9,69.8,51.8,531.8,51,454.1,56.8,200.2,51.8,66.4,43.6,87.7,62,213.2,50.4,196.2,59.7
23,2,19,57,105.5,49.4,113.3,55.5,70.3,51.5,434.4,50.4,395.3,58.9,178.3,53.9,56.6,58.4,108.1,60.2,244.7,41.7,243.2,54.9
23,2,20,81,146.6,36.7,103.2,49.4,58.4,54.4,505.4,50.4,443.2,64.4,200.3,53.9,57.2,66.5,105.9,60.2,537.6,44.1,319,50.7
23,2,21,65.2,124,47,100.9,46.2,67.1,51,486.9,47.5,368.7,65.8,153.7,64.4,50.2,68.9,108.8,68.4,210.1,52,221.6,48.3
23,2,22,77.1,156.7,57.6,113.1,48.3,85.8,59.1,438.8,45.4,328.3,63.1,116.4,63.4,58.9,71.4,89.7,68.1,192.9,52,222.6,55.2
23,2,23,66,179.1,48.9,87.7,58.9,76.1,62.3,572.1,50.7,444.5,64.4,217.5,59.7,54.7,63.4,119.4,63.4,204.8,56,220,53.1
23,2,24,76.3,109,42.5,117.5,57.3,60.8,50.4,587.4,46.2,406,58.9,217.1,53.1,48.1,63.7,128.2,66.5,212.7,50.7,213.9,49.6
23,2,25,71.3,153.8,45.2,99.9,55.5,71.6,52.5,558.9,47.3,445.6,59.7,284.4,51.5,80.6,67.6,160.3,57.8,205.3,52,416.6,57.3
23,2,26,66,145.6,45.2,99.3,55.2,65,54.9,491.6,46,387.6,56,268.5,51.8,50.5,60.5,147.4,63.1,217.2,47.8,382.3,62.3
23,2,27,72.3,130.6,45.7,106.2,59.1,81,53.1,456.6,43.6,395.2,57.8,244.4,67.9,69.8,57.8,120.9,70,236.8,62.3,347.5,56.8
23,2,28,75,150.4,43.3,108.8,56,105.6,57.3,477.4,57.6,393.7,62.8,242.4,54.9,66.1,66.8,144.2,69.4,215.1,56.5,331.4,59.7
23,2,29,71.8,182.8,46.2,112.5,58.4,70.8,58.6,451.5,50.4,412.6,57.8,334.4,48.1,74.6,64.4,161.3,62.6,241.2,53.3,689.7,47
23,2,30,67.1,151.7,52.8,109,59.9,77.9,56.5,481.1,38,441.5,67.3,386.9,62.8,312.8,69.2,189.1,67.9,218.3,65.2,263.3,49.6
23,2,31,67.1,136.7,52,120.6,58.4,65.6,59.4,418.3,49.9,387.5,71.8,499.3,61.3,141.9,73.1,219.9,57.6,256.6,54.7,406.6,66
23,2,32,74.4,191.5,49.1,104.8,65.7,76,58.1,455.8,38.8,386.4,63.9,577.2,54.7,120.2,69.7,199.1,57.8,239.6,65,336.4,62
23,2,33,72.3,140.6,54.7,116.5,58.9,77.4,53.1,432.6,60.5,498.6,59.9,385.6,52.3,67.4,67.6,148.9,63.6,201.1,49.6,228.7,59.7
23,2,34,76.3,131.4,49.4,102.5,58.4,61.9,60.7,428,45.4,453.2,53.1,395.4,49.4,78.5,57.3,130.2,70,228.6,56,339.8,51.5
23,2,35,70.8,118.2,44.6,109,53.6,78.7,49.6,528.8,44.6,437.1,54.1,385.9,57.3,85.6,60.5,121.3,63.1,206.9,56.5,334.3,60.5
23,2,36,56,266.2,44.6,110.1,57.3,56.2,59.5,618.7,49.4,447.2,60.7,283.5,51.8,73,55.2,100.9,59.7,204.3,58.1,255.9,44.5
23,2,37,68.6,96,44.6,122.7,52.3,54.7,55.2,448.4,41.7,428.9,54.1,374.3,58.6,71.6,52.3,130.5,63.9,236,46.5,250.6,46.5
23,2,38,68.4,166.5,44.4,102.8,56.2,66,57,477.9,44.1,432.7,53.6,308.3,48.6,63.5,67.3,127.5,59.1,268.9,57,344.8,61.3
23,2,39,73.9,118.2,44.6,100.6,55.7,72.6,57.3,460,41.2,448.5,50.2,439,52,80.1,68.4,188.5,65.7,261.2,56.8,301.8,59.9
23,2,40,75.5,154.1,54.4,99.3,58.4,70.6,60.7,479.7,53.1,459.6,60.2,423.7,57,74.8,68.4,166.6,60.7,266,53.3,302,51.8
23,2,41,57,142.2,42.8,105.4,57.3,51.5,64.4,471.3,52,482,59.9,344.1,52.5,67.9,68.4,117.3,62.8,231.7,59.1,336.6,59.1
23,2,42,68.1,105.2,49.9,109.3,55.5,77.4,55.5,505.4,51.8,477,58.9,287.4,51.2,57.1,53.6,115.4,62,212.7,56,264.9,51.2
23,2,43,58.4,145.9,48.1,98.8,60.2,72.6,53.1,480.3,48.3,437.6,57.3,263.7,58.1,59.8,53.3,118.5,69.2,200.1,65.5,293.1,52.3
23,2,44,71.8,159.9,42.5,102.2,58.4,74.5,65.7,426.2,45.7,426,51,252.6,54.7,64.6,59.7,94.3,62.6,200.3,63.9,302.1,55.5
23,2,45,78.9,120.8,49.9,118,51.5,95.6,46.5,989.6,50.4,541.4,59.9,321.2,54.1,67.7,52.8,89.8,64.7,214.1,62.6,654.4,49.9
23,2,46,75.8,148.3,56.2,108.5,60.2,61.6,58.4,489.8,44.1,448.8,52.5,271.1,56.5,61.4,52.5,89.5,65,222.5,63.6,387.3,48.9
23,2,47,73.4,140.4,48.3,104.5,53.1,64,73.7,492.5,52.5,416,57,208,59.7,54.5,64.4,98.2,62.3,218.5,61.8,284.4,48.6
23,2,48,69.7,105,48.1,112.8,47.5,55.7,67.1,465.3,49.9,558,59.7,191.4,58.6,66.6,59.9,89,63.9,225.7,68.6,321.6,51.8
23,2,49,70.2,106,49.6,113.5,61.3,79.8,47.8,1270.6,57.6,508.9,62.8,293,64.2,78.6,60.7,90.1,59.1,221.1,80.5,333.5,57.6
23,2,50,70.8,101.6,54.9,123.8,49.1,57.6,59.4,470,54.7,437.4,58.4,296.5,54.7,60.6,58.1,102.8,64.4,236.7,64.4,304.4,56
23,3,1,76.3,249.9,56.2,66.8,63.6,99.3,73.7,674.3,55.5,525.6,59.9,337,64.8,60.3,52.1,162.7,55.7,168.9,59.9,198.9,51.2
23,3,2,70.5,212.7,52.8,112.5,60.5,66.1,73.1,643.6,62.3,454.3,62.6,592,58.9,87.8,63.9,200.1,63.9,232.3,67.9,236.2,49.1
23,3,3,74.7,182,53.1,108,64.2,56.8,67.9,546.3,56.2,427.6,66.3,337.1,51.3,41.3,67.1,132.6,61.3,191.4,58.1,216.1,53.3
23,3,4,58.6,179.1,61.5,119.3,52.8,61.8,68.4,449.4,61.8,369.1,68.6,444.7,56.8,112.8,67.1,155.3,61.5,205.1,55.7,223.4,54.1
23,3,5,61,134.3,50.4,102.4,57.1,56,57.3,462.9,56.2,407,66.3,292.8,58.1,68.5,60.7,114.9,61,184.2,52.3,193.9,53.9
23,3,6,89.2,160.9,55.7,120.9,73.9,71.8,56.2,420.9,57.3,378.6,64.4,286.3,53.6,62.4,66.5,100.3,64.2,202.2,60.2,216.1,46.6
23,3,7,77.9,123.5,51.8,127.6,59.9,68.4,47.3,429.4,56.2,431.3,54.7,261.6,67.3,69,71.5,130.4,62.3,188.7,41.5,197.9,53.6
23,3,8,80.3,124.8,54.4,121.7,66.5,80.5,53.6,444.9,51.8,391.5,57.3,237.4,66.5,70,71.3,109.4,56.8,195.1,46.7,192.8,47.2
23,3,9,63.9,115.6,45.7,112.8,62.1,60.7,58.7,466.1,50.4,361.9,62.6,188.5,71.1,66.6,67.7,102.3,63.1,220.9,54.1,313.9,49.6
23,3,10,58.1,152.5,52,107.7,58.9,65.5,63.4,432.3,54.9,370.6,62.8,325.7,45.7,58.5,54.7,103.6,62.6,205.9,51.8,197.4,49
23,3,11,78.9,140.3,54.1,112.7,50.4,61,53.1,375.6,53.9,377.3,58.1,218.1,55.2,83,58.1,70.3,58.4,337.1,57,262.2,56
23,3,12,69.4,184.1,43,101.4,62.6,48.6,57.8,493.2,56.5,356.3,45.2,227.1,58.1,68.8,58.6,84,63.9,238.3,52.5,227.9,58.4
23,3,13,76,160.9,45.2,99.3,65.5,73.5,58.1,413,55.5,337.2,59.4,179.3,64.4,72.7,56.8,99.1,57.8,215.9,59.4,274.1,55.2
23,3,14,56,129.8,47.3,100.6,61.2,56.2,55.7,419.6,49.6,398.8,62.6,277.5,58.1,65.9,69.4,101.1,61.8,201.1,40.1,195.4,44.8
23,3,15,54.7,104,48.1,110.1,59.4,77.9,50.2,424.1,55.5,385.7,59.5,184.1,65.7,69.2,64.2,85.9,60.5,241.5,54.1,259.3,46
23,3,16,72.3,144.3,46,120.4,51.8,61.9,51.5,423.3,52.8,368.8,64.2,188.3,71.1,61.6,70.3,88.6,62,235.1,57.3,263.6,57.6
23,3,17,61,117.1,36.7,121.4,60.2,61.6,43.3,461.6,52.3,368.6,58.1,136.2,61.5,79.8,53.9,72.4,64.4,332.2,56.2,326.8,50.4
23,3,18,69.2,183.1,46.2,98.7,70,72.1,55.7,444.9,50.7,343.4,57.6,148.1,67.4,54.2,65,91.7,60.5,219.4,56.2,247.9,56.2
23,3,19,81.3,154.6,36.7,98,66.3,67.7,54.9,414.6,54.7,343,54.5,128.2,66,72.7,67.3,77.1,63.9,204,55.7,246.9,50.3
23,3,20,54.4,174.4,48.1,104.6,70.5,82.4,52,378.7,49.6,396.2,65.8,163.7,61.6,60.3,65,74.6,61.8,209,56.2,234,41.7
23,3,21,97.1,155.4,48.9,108.3,72.3,77.6,49.6,389.7,49.6,338.4,57.6,129.7,61.8,60.5,74,69,66,219.6,59.1,253.2,48.9
23,3,22,68.1,159.6,51.8,119.4,72.6,86.6,51.5,407.2,47.8,333.7,60.3,123.9,67.6,75.4,62.1,59.2,68.9,210.9,61.3,253,47.8
23,3,23,75.2,153.2,44.6,111.9,72.3,80.3,50.7,443.4,52.3,552.2,66.5,232,49.6,58.4,67.1,92.5,61.3,213,64.2,267.8,63.1
23,3,24,53.1,130.4,58.9,115.1,67.1,81.1,52.8,534.9,52.5,367.7,59,152.2,50.7,43.9,61.5,83.5,63.6,205.3,60.2,243.2,56
23,3,25,77.4,135.1,46.2,125.1,47.8,815.5,70.2,742,52,533.4,65.5,268.2,50.2,63.8,63.9,85.3,61,206.1,49.6,243.7,60.5
23,3,26,66.8,150.9,42.3,91.7,73.9,78.9,49.4,409.3,49.9,385.1,53.1,343.1,69.7,248.2,56,120.7,57,231.4,51.8,234.3,58.4
23,3,27,67.6,161.5,43.6,118,65.5,89.8,46.2,417,49.6,387.5,63.9,297.3,57.8,64.5,55.5,99.4,67.3,240.4,63.4,502.1,64.2
23,3,28,62.6,169.1,39.6,106.4,64.2,70.3,54.7,415.2,46.5,369.3,61,368.5,66.3,158.5,72.1,284.3,57,405.9,71,355.1,63.9
23,3,29,63.6,151.4,55.2,97.7,66,82.1,61.5,384.5,43,372.4,74.2,174,57.3,65.6,61,67.1,65.2,208.8,58.9,298.7,57
23,3,30,77.1,196,45.4,109.8,73.1,84,50.7,392.4,42.3,363,61,242.1,68.4,73.5,61,91.4,62.6,178.4,55.2,237.2,51.5
